,form,var_name,description,var_type,source,type,subtype
539,"B7
Functional Activities Questionnaire 
(FAQ)",GAMES,"In the past four weeks, did the subject 
have any difficulty or need help with: 
Playing a game of skill such as bridge or 
chess, working on a hobby",Original UDS question,v1-3,x,reported
540,"B7
Functional Activities Questionnaire 
(FAQ)",STOVE,"In the past four weeks, did the subject 
have any difficulty or need help with: 
Heating water, making a cup of coffee, 
turning off the stove",Original UDS question,v1-3,x,reported
541,"B7
Functional Activities Questionnaire 
(FAQ)",MEALPREP,"In the past four weeks, did the subject 
have any difficulty or need help with: 
Preparing a balanced meal",Original UDS question,v1-3,x,reported
542,"B7
Functional Activities Questionnaire 
(FAQ)",EVENTS,"In the past four weeks, did the subject 
have any difficulty or need help with: 
Keeping track of current events",Original UDS question,v1-3,x,reported
543,"B7
Functional Activities Questionnaire 
(FAQ)",PAYATTN,"In the past four weeks, did the subject 
have any difficulty or need help with: 
Paying attention to and understanding a 
TV program, book, or magazine",Original UDS question,v1-3,x,reported
544,"B7
Functional Activities Questionnaire 
(FAQ)",REMDATES,"In the past four weeks, did the subject 
have any difficulty or need help with: 
Remembering appointments, family 
occasions, holidays, medications",Original UDS question,v1-3,x,reported
545,"B7
Functional Activities Questionnaire 
(FAQ)",TRAVEL,"In the past four weeks, did the subject 
have any difficulty or need help with: 
Traveling out of the neighborhood, 
driving, or arranging to take public 
transportation",Original UDS question,v1-3,x,reported
546,"B8
Physical/Neurological Exam 
Findings",NACCNREX,Were all findings unremarkable?,NACC derived variable,v1-3,x,reported
547,"B8
Physical/Neurological Exam 
Findings",NORMEXAM,"Were there abnormal neurological exam 
findings?",Original UDS question,v3,x,reported
549,"B8
Physical/Neurological Exam 
Findings",FOCLDEF,"Are focal deficits present indicative of 
central nervous system disorder?",Original UDS question,v1-2,x,reported
550,"B8
Physical/Neurological Exam 
Findings",GAITDIS,"Is gait disorder present indicative of 
central nervous system disorder?",Original UDS question,v1-2,x,reported
551,"B8
Physical/Neurological Exam 
Findings",EYEMOVE,"Are there eye movement abnormalities 
present indicative of central nervous 
system disorder?",Original UDS question,v1-2,x,reported
552,"B8
Physical/Neurological Exam 
Findings",PARKSIGN,Parkinsonian signs,Original UDS question,v3,x,reported
553,"B8
Physical/Neurological Exam 
Findings",RESTTRL,Resting tremor — left arm,Original UDS question,v3,x,reported
554,"B8
Physical/Neurological Exam 
Findings",RESTTRR,Resting tremor — right arm,Original UDS question,v3,x,reported
555,"B8
Physical/Neurological Exam 
Findings",SLOWINGL,"Slowing of fine motor movements — left 
side",Original UDS question,v3,x,reported
556,"B8
Physical/Neurological Exam 
Findings",SLOWINGR,"Slowing of fine motor movements — 
right side",Original UDS question,v3,x,reported
557,"B8
Physical/Neurological Exam 
Findings",RIGIDL,Rigidity — left arm,Original UDS question,v3,x,reported
558,"B8
Physical/Neurological Exam 
Findings",RIGIDR,Rigidity — right arm,Original UDS question,v3,x,reported
559,"B8
Physical/Neurological Exam 
Findings",BRADY,Bradykinesia,Original UDS question,v3,x,reported
560,"B8
Physical/Neurological Exam 
Findings",PARKGAIT,Parkinsonian gait disorder,Original UDS question,v3,x,reported
561,"B8
Physical/Neurological Exam 
Findings",POSTINST,Postural instability,Original UDS question,v3,x,reported
562,"B8
Physical/Neurological Exam 
Findings",CVDSIGNS,"Neurological sign considered by 
examiner to be most likely consistent 
with cerebrovascular disease",Original UDS question,v3,x,reported
563,"B8
Physical/Neurological Exam 
Findings",CORTDEF,"Cortical cognitive deficit (e.g., aphasia, 
apraxia, neglect)",Original UDS question,v3,x,reported
564,"B8
Physical/Neurological Exam 
Findings",SIVDFIND,"Focal or other neurological findings 
consistent with SIVD (subcortical 
ischemic vascular dementia)",Original UDS question,v3,x,reported
565,"B8
Physical/Neurological Exam 
Findings",CVDMOTL,"Motor (may include weakness of 
combination of face, arm, and leg; reflex 
changes, etc.) — left side",Original UDS question,v3,x,reported
566,"B8
Physical/Neurological Exam 
Findings",CVDMOTR,"Motor (may include weakness of 
combination of face, arm, and leg; reflex 
changes, etc.) — right side",Original UDS question,v3,x,reported
567,"B8
Physical/Neurological Exam 
Findings",CORTVISL,Cortical visual field loss — left side,Original UDS question,v3,x,reported
568,"B8
Physical/Neurological Exam 
Findings",CORTVISR,Cortical visual field loss — right side,Original UDS question,v3,x,reported
569,"B8
Physical/Neurological Exam 
Findings",SOMATL,Somatosensory loss — left side,Original UDS question,v3,x,reported
570,"B8
Physical/Neurological Exam 
Findings",SOMATR,Somatosensory loss — right side,Original UDS question,v3,x,reported
572,"B8
Physical/Neurological Exam 
Findings",POSTCORT,"Higher cortical visual problem suggesting 
posterior cortical atrophy (e.g., 
prosopagnosia, simultagnosia, Balint’s 
syndrome) or apraxia of gaze",Original UDS question,v3,x,reported
573,"B8
Physical/Neurological Exam 
Findings",PSPCBS,"Findings suggestive of progressive 
supranuclear palsy (PSP), corticobasal 
syndrome (CBS), or other related 
disorders",Original UDS question,v3,x,reported
574,"B8
Physical/Neurological Exam 
Findings",EYEPSP,"Eye movement changes consistent with 
PSP",Original UDS question,v3,x,reported
575,"B8
Physical/Neurological Exam 
Findings",DYSPSP,Dysarthria consistent with PSP,Original UDS question,v3,x,reported
576,"B8
Physical/Neurological Exam 
Findings",AXIALPSP,Axial rigidity consistent with PSP,Original UDS question,v3,x,reported
577,"B8
Physical/Neurological Exam 
Findings",GAITPSP,Gait disorder consistent with PSP,Original UDS question,v3,x,reported
578,"B8
Physical/Neurological Exam 
Findings",APRAXSP,Apraxia of speech,Original UDS question,v3,x,reported
579,"B8
Physical/Neurological Exam 
Findings",APRAXL,Apraxia consistent with CBS — left side,Original UDS question,v3,x,reported
580,"B8
Physical/Neurological Exam 
Findings",APRAXR,Apraxia consistent with CBS — right side,Original UDS question,v3,x,reported
581,"B8
Physical/Neurological Exam 
Findings",CORTSENL,"Cortical sensory deficits consistent with 
CBS — left side",Original UDS question,v3,x,reported
582,"B8
Physical/Neurological Exam 
Findings",CORTSENR,"Cortical sensory deficits consistent with 
CBS — right side",Original UDS question,v3,x,reported
583,"B8
Physical/Neurological Exam 
Findings",ATAXL,Ataxia consistent with CBS — left side,Original UDS question,v3,x,reported
584,"B8
Physical/Neurological Exam 
Findings",ATAXR,Ataxia consistent with CBS — right side,Original UDS question,v3,x,reported
585,"B8
Physical/Neurological Exam 
Findings",ALIENLML,"Alien limb consistent with CBS — left 
side",Original UDS question,v3,x,reported
586,"B8
Physical/Neurological Exam 
Findings",ALIENLMR,"Alien limb consistent with CBS — right 
side",Original UDS question,v3,x,reported
587,"B8
Physical/Neurological Exam 
Findings",DYSTONL,"Dystonia consistent with CBS, PSP, or 
related disorder — left side",Original UDS question,v3,x,reported
588,"B8
Physical/Neurological Exam 
Findings",DYSTONR,"Dystonia consistent with CBS, PSP, or 
related disorder — right side",Original UDS question,v3,x,reported
589,"B8
Physical/Neurological Exam 
Findings",MYOCLLT,"Myoclonus consistent with CBS — left 
side",Original UDS question,v3,x,reported
590,"B8
Physical/Neurological Exam 
Findings",MYOCLRT,"Myoclonus consistent with CBS — right 
side",Original UDS question,v3,x,reported
591,"B8
Physical/Neurological Exam 
Findings",ALSFIND,"Findings suggesting ALS (e.g., muscle 
wasting, fasciculations, upper motor and/
or lower motor neuron signs)",Original UDS question,v3,x,reported
592,"B8
Physical/Neurological Exam 
Findings",GAITNPH,"Normal pressure hydrocephalus — gait 
apraxia",Original UDS question,v3,x,reported
593,"B8
Physical/Neurological Exam 
Findings",OTHNEUR,"Other findings (e.g., cerebella ataxia, 
chorea, myoclonus)",Original UDS question,v3,x,reported
596,"B9
Clinician Judgment of Symptoms",B9CHG,"Indicate changes in information reported 
at previous visit",Original UDS question,v1,x,reported
597,"B9
Clinician Judgment of Symptoms",DECSUB,"Does the subject report a decline in 
memory (relative to previously attained 
abilities)?",Original UDS question,v1-3,x,reported
598,"B9
Clinician Judgment of Symptoms",DECIN,"Does the co-participant report a 
decline in subject’s memory (relative to 
previously attained abilities)?",Original UDS question,v1-3,x,reported
599,"B9
Clinician Judgment of Symptoms",DECCLIN,"Clinician believes there is a meaningful 
decline in memory, non-memory 
cognitive abilities, behavior, ability to 
manage his/her affairs, or there are 
motor/movement changes",Original UDS question,v1-2,x,reported
600,"B9
Clinician Judgment of Symptoms",DECCLCOG,"Based on the clinician’s judgment, 
is the subject currently experiencing 
meaningful impairment in cognition?",Original UDS question,v3,x,reported
601,"B9
Clinician Judgment of Symptoms",COGMEM,"Indicate whether the subject currently 
is meaningfully impaired, relative to 
previously attained abilities, in memory",Original UDS question,v1-3,x,reported
602,"B9
Clinician Judgment of Symptoms",COGORI,"Indicate whether the subject is 
meaningfully impaired, relative 
to previously attained abilities, in 
orientation",Original UDS question,v3,x,reported
603,"B9
Clinician Judgment of Symptoms",COGJUDG,"Indicate whether the subject currently 
is meaningfully impaired, relative to 
previously attained abilities, in executive 
function — judgment, planning, or 
problem-solving",Original UDS question,v1-3,x,reported
604,"B9
Clinician Judgment of Symptoms",COGLANG,"Indicate whether the subject currently 
is meaningfully impaired, relative to 
previously attained abilities, in language",Original UDS question,v1-3,x,reported
605,"B9
Clinician Judgment of Symptoms",COGVIS,"Indicate whether the subject currently 
is meaningfully impaired, relative 
to previously attained abilities, in 
visuospatial function",Original UDS question,v1-3,x,reported
606,"B9
Clinician Judgment of Symptoms",COGATTN,"Indicate whether the subject currently 
is meaningfully impaired, relative to 
previously attained abilities, in attention 
or concentration",Original UDS question,v1-3,x,reported
607,"B9
Clinician Judgment of Symptoms",COGFLUC,"Indicate whether the subject currently 
has fluctuating cognition",Original UDS question,v2-3,x,reported
608,"B9
Clinician Judgment of Symptoms",COGFLAGO,"At what age did the fluctuating cognition 
begin?",Original UDS question,v3,x,reported
609,"B9
Clinician Judgment of Symptoms",COGOTHR,"Indicate whether the subject currently 
is meaningfully impaired, relative to 
previously attained abilities, in other 
cognitive domains",Original UDS question,v1-3,x,reported
612,"B9
Clinician Judgment of Symptoms",NACCCOGF,"Indicate the predominant symptom that 
was first recognized as a decline in the 
subject’s cognition",NACC derived variable,v1-3,x,reported
614,"B9
Clinician Judgment of Symptoms",COGMODE,Mode of onset of cognitive symptoms,Original UDS question,v1-3,x,reported
616,"B9
Clinician Judgment of Symptoms",DECAGE,"Based on clinician’s assessment, at what 
age did the cognitive decline begin?",Original UDS question,v1-3,x,reported
617,"B9
Clinician Judgment of Symptoms",DECCLBE,"Based on clinician’s judgment, is the 
subject currently experiencing any kind 
of behavioral symptoms?",Original UDS question,v3,x,reported
618,"B9
Clinician Judgment of Symptoms",BEAPATHY,"Subject currently manifests meaningful 
change in behavior — Apathy, withdrawal",Original UDS question,v1-3,x,reported
619,"B9
Clinician Judgment of Symptoms",BEDEP,"Subject currently manifests meaningful 
change in behavior — Depressed mood",Original UDS question,v1-3,x,reported
620,"B9
Clinician Judgment of Symptoms",BEVHALL,"Subject currently manifests meaningful 
change in behavior — Psychosis — 
Visual hallucinations",Original UDS question,v1-3,x,reported
621,"B9
Clinician Judgment of Symptoms",BEVWELL,"If yes, are the hallucinations well-formed 
and detailed?",Original UDS question,v2-3,x,reported
622,"B9
Clinician Judgment of Symptoms",BEVHAGO,"If well-formed, clear-cut visual 
hallucinations, at what age did these 
hallucinations begin?",Original UDS question,v3,x,reported
623,"B9
Clinician Judgment of Symptoms",BEAHALL,"Subject currently manifests meaningful 
change in behavior — Psychosis — 
Auditory hallucinations",Original UDS question,v1-3,x,reported
624,"B9
Clinician Judgment of Symptoms",BEDEL,"Subject currently manifests meaningful 
change in behavior — Psychosis — 
Abnormal, false, or delusional beliefs",Original UDS question,v1-3,x,reported
625,"B9
Clinician Judgment of Symptoms",BEDISIN,"Subject currently manifests meaningful 
change in behavior — Disinhibition",Original UDS question,v1-3,x,reported
626,"B9
Clinician Judgment of Symptoms",BEIRRIT,"Subject currently manifests meaningful 
change in behavior — Irritability",Original UDS question,v1-3,x,reported
627,"B9
Clinician Judgment of Symptoms",BEAGIT,"Subject currently manifests meaningful 
change in behavior — Agitation",Original UDS question,v1-3,x,reported
628,"B9
Clinician Judgment of Symptoms",BEPERCH,"Subject currently manifests meaningful 
change in behavior — Personality change",Original UDS question,v1-3,x,reported
629,"B9
Clinician Judgment of Symptoms",BEREM,"Subject currently manifests meaningful 
change in behavior — REM sleep 
behavior disorder",Original UDS question,v2-3,x,reported
630,"B9
Clinician Judgment of Symptoms",BEREMAGO,"If yes, at what age did the REM sleep 
behavior disorder begin?",Original UDS question,v3,x,reported
631,"B9
Clinician Judgment of Symptoms",BEANX,"Subject currently manifests meaningful 
change in behavior — Anxiety",Original UDS question,v3,x,reported
632,"B9
Clinician Judgment of Symptoms",BEOTHR,"Subject currently manifests meaningful 
change in behavior — Other",Original UDS question,v1-3,x,reported
635,"B9
Clinician Judgment of Symptoms",NACCBEHF,"Indicate the predominant symptom that 
was first recognized as a decline in the 
subject’s behavior",NACC derived variable,v1-3,x,reported
637,"B9
Clinician Judgment of Symptoms",BEMODE,Mode of onset of behavioral symptoms,Original UDS question,v1-3,x,reported
639,"B9
Clinician Judgment of Symptoms",BEAGE,"Based on the clinician’s assessment, at 
what age did the behavioral symptoms 
begin?",Original UDS question,v3,x,reported
640,"B9
Clinician Judgment of Symptoms",DECCLMOT,"Based on the clinician’s judgment, is the 
subject currently experiencing any motor 
symptoms?",Original UDS question,v3,x,reported
641,"B9
Clinician Judgment of Symptoms",MOGAIT,"Indicate whether the subject currently 
has meaningful changes in motor 
function — Gait disorder",Original UDS question,v1-3,x,reported
642,"B9
Clinician Judgment of Symptoms",MOFALLS,"Indicate whether the subject currently 
has meaningful changes in motor 
function — Falls",Original UDS question,v1-3,x,reported
643,"B9
Clinician Judgment of Symptoms",MOTREM,"Indicate whether the subject currently 
has meaningful changes in motor 
function — Tremor",Original UDS question,v1-3,x,reported
644,"B9
Clinician Judgment of Symptoms",MOSLOW,"Indicate whether the subject currently 
has meaningful changes in motor 
function — Slowness",Original UDS question,v1-3,x,reported
645,"B9
Clinician Judgment of Symptoms",NACCMOTF,"Indicate the predominant symptom that 
was first recognized as a decline in the 
subject’s motor function",NACC derived variable,v1-3,x,reported
646,"B9
Clinician Judgment of Symptoms",MOMODE,Mode of onset of motor symptoms,Original UDS question,v1-3,x,reported
648,"B9
Clinician Judgment of Symptoms",MOMOPARK,"Were changes in motor function 
suggestive of Parkinsonism?",Original UDS question,v2-3,x,reported
649,"B9
Clinician Judgment of Symptoms",PARKAGE,"If yes, at what age did the motor 
symptoms suggestive of Parkinsonism 
begin?",Original UDS question,v3,x,reported
650,"B9
Clinician Judgment of Symptoms",MOMOALS,"Were changes in motor function 
suggestive of amyotrophic lateral 
sclerosis?",Original UDS question,v3,x,reported
651,"B9
Clinician Judgment of Symptoms",ALSAGE,"If yes, at what age did the motor 
symptoms suggestive of ALS begin?",Original UDS question,v3,x,reported
652,"B9
Clinician Judgment of Symptoms",MOAGE,"Based on the clinician’s assessment, at 
what age did the motor changes begin?",Original UDS question,v3,x,reported
653,"B9
Clinician Judgment of Symptoms",COURSE,"Overall course of decline of cognitive/
behavioral/motor syndrome",Original UDS question,v1-3,x,reported
655,"B9
Clinician Judgment of Symptoms",FRSTCHG,"Indicate the predominant domain that 
was first recognized as changed in the 
subject",Original UDS question,v1-3,x,reported
656,"B9
Clinician Judgment of Symptoms",LBDEVAL,"Is the subject a potential candidate for 
further evaluation for Lewy body disease?",Original UDS question,v3,x,reported
657,"B9
Clinician Judgment of Symptoms",FTLDEVAL,"Is the subject a potential candidate for 
further evaluation for frontotemporal 
lobar degeneration?",Original UDS question,v3,x,reported
658,"C1
Neuropsychological Battery 
Summary Scores",MMSECOMP,Was any part of the MMSE completed?,Original UDS question,v3,method,method
659,"C1
Neuropsychological Battery 
Summary Scores",MMSELOC,Administration of the MMSE was:,Original UDS question,v1-3,method,method
660,"C1
Neuropsychological Battery 
Summary Scores",MMSELAN,Language of MMSE administration,Original UDS question,v1-3,x,test
662,"C1
Neuropsychological Battery 
Summary Scores",MMSEVIS,"Subject was unable to complete one or 
more sections due to visual impairment",Original UDS question,v3,x,test
663,"C1
Neuropsychological Battery 
Summary Scores",MMSEHEAR,"Subject was unable to complete one or 
more sections due to hearing impairment",Original UDS question,v3,x,test
664,"C1
Neuropsychological Battery 
Summary Scores",MMSEORDA,Orientation subscale score — Time,Original UDS question,v1-3,x,test
665,"C1
Neuropsychological Battery 
Summary Scores",MMSEORLO,Orientation subscale score — Place,Original UDS question,v1-3,x,test
666,"C1
Neuropsychological Battery 
Summary Scores",PENTAGON,Intersecting pentagon subscale score,Original UDS question,v2-3,x,test
667,"C1
Neuropsychological Battery 
Summary Scores",NACCMMSE,Total MMSE score (using D-L-R-O-W),NACC derived variable,v1-3,x,test
668,"C1
Neuropsychological Battery 
Summary Scores",NPSYCLOC,"The remainder of the battery was 
administered:",Original UDS question,v1-3,method,method
669,"C1
Neuropsychological Battery 
Summary Scores",NPSYLAN,Language of test administration,Original UDS question,v1-3,x,test
671,"C1
Neuropsychological Battery 
Summary Scores",LOGIMO,"If this test has been administered to 
the subject within the past 3 months, 
specify the date previously administered 
(month)",Original UDS question,v1-3,x,test
672,"C1
Neuropsychological Battery 
Summary Scores",LOGIDAY,"If this test has been administered to 
the subject within the past 3 months, 
specify the date previously administered 
(day)",Original UDS question,v1-3,x,test
673,"C1
Neuropsychological Battery 
Summary Scores",LOGIYR,"If this test has been administered to 
the subject within the past 3 months, 
specify the date previously administered 
(year)",Original UDS question,v1-3,x,test
674,"C1
Neuropsychological Battery 
Summary Scores",LOGIPREV,"Total score from the previous test 
administration",Original UDS question,v1-3,x,test
675,"C1
Neuropsychological Battery 
Summary Scores",LOGIMEM,"Total number of story units recalled from 
this current test administration",Original UDS question,v1-3,x,test
677,"C1
Neuropsychological Battery 
Summary Scores",MEMUNITS,"Logical Memory IIA — Delayed — Total 
number of story units recalled",Original UDS question,v1-3,x,test
678,"C1
Neuropsychological Battery 
Summary Scores",MEMTIME,"Logical Memory IIA — Delayed — Time 
elapsed since Logical Memory IA — 
Immediate",Original UDS question,v1-3,x,test
679,"C1
Neuropsychological Battery 
Summary Scores",UDSBENTC,Total score for copy of Benson figure,Original UDS question,v3,x,test
680,"C1
Neuropsychological Battery 
Summary Scores",UDSBENTD,"Total score for 10- to 15-minute delayed 
drawing of Benson figure",Original UDS question,v3,x,test
681,"C1
Neuropsychological Battery 
Summary Scores",UDSBENRS,"Recognized original stimulus from 
among four options",Original UDS question,v3,x,test
682,"C1
Neuropsychological Battery 
Summary Scores",DIGIF,Digit span forward trials correct,Original UDS question,v1-3,x,test
683,"C1
Neuropsychological Battery 
Summary Scores",DIGIFLEN,Digit span forward length,Original UDS question,v1-3,x,test
684,"C1
Neuropsychological Battery 
Summary Scores",DIGIB,Digit span backward trials correct,Original UDS question,v1-3,x,test
685,"C1
Neuropsychological Battery 
Summary Scores",DIGIBLEN,Digit span backward length,Original UDS question,v1-3,x,test
686,"C1
Neuropsychological Battery 
Summary Scores",ANIMALS,"Animals — Total number of animals 
named in 60 seconds",Original UDS question,v1-3,x,test
687,"C1
Neuropsychological Battery 
Summary Scores",VEG,"Vegetable — Total number of vegetables 
named in 60 seconds",Original UDS question,v1-3,x,test
688,"C1
Neuropsychological Battery 
Summary Scores",TRAILA,"Trail Making Test Part A — Total number 
of seconds to complete",Original UDS question,v1-3,x,test
689,"C1
Neuropsychological Battery 
Summary Scores",TRAILARR,Part A — Number of commission errors,Original UDS question,v2-3,x,test
690,"C1
Neuropsychological Battery 
Summary Scores",TRAILALI,Part A — Number of correct lines,Original UDS question,v2-3,x,test
691,"C1
Neuropsychological Battery 
Summary Scores",TRAILB,"Trail Making Test Part B — Total number 
of seconds to complete",Original UDS question,v1-3,x,test
692,"C1
Neuropsychological Battery 
Summary Scores",TRAILBRR,Part B — Number of commission errors,Original UDS question,v2-3,x,test
693,"C1
Neuropsychological Battery 
Summary Scores",TRAILBLI,Part B — Number of correct lines,Original UDS question,v2-3,x,test
694,"C1
Neuropsychological Battery 
Summary Scores",WAIS,WAIS-R Digit Symbol,Original UDS question,v1-2,x,test
695,"C1
Neuropsychological Battery 
Summary Scores",BOSTON,Boston Naming Test (30) — Total score,Original UDS question,v1-3,x,test
696,"C1
Neuropsychological Battery 
Summary Scores",UDSVERFC,"Number of correct F-words generated in 
1 minute",Original UDS question,v3,x,test
697,"C1
Neuropsychological Battery 
Summary Scores",UDSVERFN,Number of F-words repeated in 1 minute,Original UDS question,v3,x,test
698,"C1
Neuropsychological Battery 
Summary Scores",UDSVERNF,"Number of non-F-words and rule 
violation errors in 1 minute",Original UDS question,v3,x,test
699,"C1
Neuropsychological Battery 
Summary Scores",UDSVERLC,"Number of correct L-words generated in 
1 minute",Original UDS question,v3,x,test
700,"C1
Neuropsychological Battery 
Summary Scores",UDSVERLR,Number of L-words repeated in 1 minute,Original UDS question,v3,x,test
702,"C1
Neuropsychological Battery 
Summary Scores",UDSVERLN,"Number of non-L-words and rule 
violation errors in 1 minute",Original UDS question,v3,x,test
703,"C1
Neuropsychological Battery 
Summary Scores",UDSVERTN,"Total number of correct F-words and 
L-words",Original UDS question,v3,x,test
704,"C1
Neuropsychological Battery 
Summary Scores",UDSVERTE,"Total number of F-word and L-word 
repetition errors",Original UDS question,v3,x,test
705,"C1
Neuropsychological Battery 
Summary Scores",UDSVERTI,"Total number of non-F/L-words and rule 
violation errors",Original UDS question,v3,x,test
706,"C1
Neuropsychological Battery 
Summary Scores",COGSTAT,"Per clinician, based on the 
neuropsychological examination, the 
subject’s cognitive status is deemed",Original UDS question,v1-3,x,test
707,"C1
Neuropsychological Battery 
Summary Scores",NACCC1,"Form date discrepancy between UDS 
Form A1 and Form C1",NACC derived variable,v1-3,method,method
708,"C2
Neuropsychological Battery Scores",MOCACOMP,Was any part of MoCA administered?,Original UDS question,v3,method,method
709,"C2
Neuropsychological Battery Scores",MOCAREAS,"If no part of MoCA administered, reason 
code",Original UDS question,v3,x,test
710,"C2
Neuropsychological Battery Scores",MOCALOC,Where was MoCA administered?,Original UDS question,v3,method,method
711,"C2
Neuropsychological Battery Scores",MOCALAN,Language of MoCA administration,Original UDS question,v3,x,test
712,"C2
Neuropsychological Battery Scores",MOCALANX,"Language of MoCA administration — 
Other, specify",Original UDS question,v3,method,method
713,"C2
Neuropsychological Battery Scores",MOCAVIS,"Subject was unable to complete one or 
more sections due to visual impairment",Original UDS question,v3,x,test
714,"C2
Neuropsychological Battery Scores",MOCAHEAR,"Subject was unable to complete one or 
more sections due to hearing impairment",Original UDS question,v3,x,test
715,"C2
Neuropsychological Battery Scores",MOCATOTS,MoCA Total Raw Score — uncorrected,Original UDS question,v3,x,test
716,"C2
Neuropsychological Battery Scores",NACCMOCA,"MoCA Total Score — corrected for 
education",NACC derived variable,v3,x,test
717,"C2
Neuropsychological Battery Scores",MOCATRAI,MoCA: Visuospatial/executive — Trails,Original UDS question,v3,x,test
718,"C2
Neuropsychological Battery Scores",MOCACUBE,MoCA: Visuospatial/executive — Cube,Original UDS question,v3,x,test
719,"C2
Neuropsychological Battery Scores",MOCACLOC,"MoCA: Visuospatial/executive — Clock 
contour",Original UDS question,v3,x,test
720,"C2
Neuropsychological Battery Scores",MOCACLON,"MoCA: Visuospatial/executive — Clock 
numbers",Original UDS question,v3,x,test
721,"C2
Neuropsychological Battery Scores",MOCACLOH,"MoCA: Visuospatial/executive — Clock 
hands",Original UDS question,v3,x,test
722,"C2
Neuropsychological Battery Scores",MOCANAMI,MoCA: Language — Naming,Original UDS question,v3,x,test
723,"C2
Neuropsychological Battery Scores",MOCAREGI,"MoCA: Memory — Registration (two 
trials)",Original UDS question,v3,x,test
724,"C2
Neuropsychological Battery Scores",MOCADIGI,MoCA: Attention — Digits,Original UDS question,v3,x,test
725,"C2
Neuropsychological Battery Scores",MOCALETT,MoCA: Attention — Letter A,Original UDS question,v3,x,test
726,"C2
Neuropsychological Battery Scores",MOCASER7,MoCA: Attention — Serial 7s,Original UDS question,v3,x,test
727,"C2
Neuropsychological Battery Scores",MOCAREPE,MoCA: Language — Repetition,Original UDS question,v3,x,test
728,"C2
Neuropsychological Battery Scores",MOCAFLUE,MoCA: Language — Fluency,Original UDS question,v3,x,test
729,"C2
Neuropsychological Battery Scores",MOCAABST,MoCA: Abstraction,Original UDS question,v3,x,test
730,"C2
Neuropsychological Battery Scores",MOCARECN,MoCA: Delayed recall — No cue,Original UDS question,v3,x,test
731,"C2
Neuropsychological Battery Scores",MOCARECC,MoCA: Delayed recall — Category cue,Original UDS question,v3,x,test
733,"C2
Neuropsychological Battery Scores",MOCARECR,MoCA: Delayed recall — Recognition,Original UDS question,v3,x,test
734,"C2
Neuropsychological Battery Scores",MOCAORDT,MoCA: Orientation — Date,Original UDS question,v3,x,test
735,"C2
Neuropsychological Battery Scores",MOCAORMO,MoCA: Orientation — Month,Original UDS question,v3,x,test
736,"C2
Neuropsychological Battery Scores",MOCAORYR,MoCA: Orientation — Year,Original UDS question,v3,x,test
737,"C2
Neuropsychological Battery Scores",MOCAORDY,MoCA: Orientation — Day,Original UDS question,v3,x,test
738,"C2
Neuropsychological Battery Scores",MOCAORPL,MoCA: Orientation — Place,Original UDS question,v3,x,test
739,"C2
Neuropsychological Battery Scores",MOCAORCT,MoCA: Orientation — City,Original UDS question,v3,x,test
743,"C2
Neuropsychological Battery Scores",CRAFTVRS,"Craft Story 21 Recall (Immediate) — 
Total story units recalled, verbatim 
scoring",Original UDS question,v3,x,test
744,"C2
Neuropsychological Battery Scores",CRAFTURS,"Craft Story 21 Recall (Immediate) — 
Total story units recalled, paraphrase 
scoring",Original UDS question,v3,x,test
746,"C2
Neuropsychological Battery Scores",DIGFORCT,"Number Span Test: Forward — Number 
of correct trials",Original UDS question,v3,x,test
747,"C2
Neuropsychological Battery Scores",DIGFORSL,"Number Span Test: Forward — Longest 
span forward",Original UDS question,v3,x,test
748,"C2
Neuropsychological Battery Scores",DIGBACCT,"Number Span Test: Backward — Number 
of correct trials",Original UDS question,v3,x,test
749,"C2
Neuropsychological Battery Scores",DIGBACLS,"Number Span Test: Backward — Longest 
span backward",Original UDS question,v3,x,test
758,"C2
Neuropsychological Battery Scores",CRAFTDVR,"Craft Story 21 Recall (Delayed) — Total 
story units recalled, verbatim scoring",Original UDS question,v3,x,test
759,"C2
Neuropsychological Battery Scores",CRAFTDRE,"Craft Story 21 Recall (Delayed) — Total 
story units recalled, paraphrase scoring",Original UDS question,v3,x,test
760,"C2
Neuropsychological Battery Scores",CRAFTDTI,"Craft Story 21 Recall (Delayed) — Delay 
time",Original UDS question,v3,x,test
762,"C2
Neuropsychological Battery Scores",CRAFTCUE,"Craft Story 21 Recall (Delayed) — Cue 
(boy) needed",Original UDS question,v3,x,test
765,"C2
Neuropsychological Battery Scores",MINTTOTS,"Multilingual Naming Test (MINT) — 
Total score",Original UDS question,v3,x,test
766,"C2
Neuropsychological Battery Scores",MINTTOTW,"Multilingual Naming Test (MINT) — 
Total correct without semantic cue",Original UDS question,v3,x,test
767,"C2
Neuropsychological Battery Scores",MINTSCNG,"Multilingual Naming Test (MINT) — 
Semantic cues: Number given",Original UDS question,v3,x,test
768,"C2
Neuropsychological Battery Scores",MINTSCNC,"Multilingual Naming Test (MINT) — 
Semantic cues: Number correct with cue",Original UDS question,v3,x,test
769,"C2
Neuropsychological Battery Scores",MINTPCNG,"Multilingual Naming Test (MINT) — 
Phonemic cues: Number given",Original UDS question,v3,x,test
770,"C2
Neuropsychological Battery Scores",MINTPCNC,"Multilingual Naming Test (MINT) — 
Phonemic cues: Number correct with 
cue",Original UDS question,v3,x,test
781,"C2
Neuropsychological Battery Scores",NACCC2,"Form date discrepancy between UDS 
Form A1 and Form C2",NACC derived variable,v3,method,method
